ano_letivo__ano,curso_campus_id,id,periodo_letivo,situacao_id
2016,420,551392968621,2,1
2013,411,373473901305,2,2
2009,83,42109989369,2,19
2013,420,380126384257,2,9
2016,420,545242349429,2,1
2017,441,559567771645,1,1
2014,441,413756832441,2,9
2015,420,472349426421,2,1
2013,420,337967040285,1,9
2015,420,464927419037,1,9
2016,420,539847314009,2,1
2013,420,380059469089,2,9
2013,420,378986038269,2,9
2015,420,472756493693,2,9
2016,420,550927350577,2,1
2014,441,414214086089,2,9
2012,420,271893888149,1,9
2015,420,472803891937,2,1
2014,420,405791139317,1,3
2014,420,407059739377,1,9
2012,420,273321411733,1,5
2013,420,338360166897,1,6
2015,420,472118011465,2,1
2013,420,334161240105,1,3
2012,420,274347444309,1,6
2013,420,379825266001,2,9
2012,441,276603043097,1,9
2013,420,338937310221,1,6
2014,420,406555087485,1,6
2015,411,466449739109,1,1
2015,420,472315968837,2,9
2016,420,547718210645,2,1
2014,420,404926818397,1,9
2014,420,406253969229,1,5
2014,420,405888723937,1,6
2017,441,558343781697,1,1
2016,420,547732151305,2,1
2016,420,550286080217,2,1
2017,411,559261077125,1,1
2014,420,405336673801,1,6
2014,420,407745619849,1,3
2016,411,520386152649,2,1
2012,420,270962652061,1,6
2016,420,539791551369,2,1
2012,420,272022142221,1,3
2016,420,547712634381,2,1
2014,420,405891512069,1,9
2015,420,470949784157,2,1
2013,411,331955827693,1,6
2016,420,550860435409,2,1
2012,420,311131269785,2,9
2014,420,407213086637,1,10
2012,420,309547610809,2,6
2017,441,572655263253,1,1
2015,420,468370762057,1,1
2012,420,273552826689,1,9
2017,441,562091031105,1,1
2014,420,407310671257,1,3
2015,420,471446071653,2,9
2014,411,392254758457,1,6
2013,411,332086869897,1,5
2015,420,472318756969,2,1
2015,411,462992455429,1,6
2009,83,62103683941,2,9
2015,499,469095676377,2,9
2014,420,407260484881,1,6
2014,420,404862691361,1,6
2014,420,405253029841,1,6
2015,420,471393097145,2,1
2013,420,380692375053,2,3
2016,420,539900288517,2,1
2013,420,337796964233,1,6
2016,420,551161553665,2,1
2015,420,472198867293,2,1
2013,420,380907061217,2,6
2016,420,548443124965,2,1
2013,441,340306283033,2,1
2012,420,274946892689,1,9
2015,420,463338183797,1,9
2013,420,337805328629,1,6
2014,420,407556026873,1,9
2014,420,405548571833,1,3
2017,441,572942440849,1,1
2013,420,380564120981,2,9
2011,83,237223466729,2,9
2014,411,406563451881,1,9
2012,411,404550420577,2,1
2015,420,472700731053,2,9
2012,441,277762906009,1,9
2017,441,559626322417,1,1
2014,420,406206570985,1,9
2009,83,167062913081,2,19
2013,441,388016797817,2,4
2015,499,471822469473,2,9
2013,499,376390287377,2,4
2012,83,277272194777,1,4
2012,420,273221038981,1,6
2013,441,342361136317,2,1
2016,411,509191802669,1,1
2016,420,551002630141,2,1
2014,420,442028490921,2,20
2014,420,405372919517,1,10
2017,411,554635566137,1,1
2015,420,473629179009,2,9
2013,411,331707683945,1,9
2013,420,337244914097,1,9
2012,420,273201522057,1,9
2012,441,270550008525,1,9
2008,83,24302190285,2,9
2017,411,555315870345,1,99
2013,420,338357378765,1,6
2016,420,540731151853,2,1
2014,420,406652672105,1,6
2015,420,473598509557,2,1
2014,420,404865479493,1,6
2016,420,549000751365,2,1
2014,420,441021975269,2,3
2012,411,268277680945,1,6
2017,441,564282502857,1,1
2014,411,420267120661,2,6
2014,420,441713432005,2,9
2014,420,406209359117,1,9
2015,420,463449709077,1,9
2014,441,414710373585,2,9
2015,420,463547293697,1,9
2014,420,405434258421,1,9
2016,420,548705209373,2,1
2015,420,472352214553,2,1
2014,420,407859933261,1,6
2012,411,309921220497,2,6
2016,420,545735848793,2,1
2013,499,368912517353,2,9
2016,420,552023086453,2,1
2014,420,407603425117,1,10
2016,420,547249804469,2,20
2012,411,307963951833,2,9
2013,411,332365683097,1,6
2012,420,274514732229,1,3
2014,441,413890662777,2,9
2014,420,406000249217,1,6
2015,420,477722156785,2,9
2014,420,405364555121,1,9
2016,420,539744153125,2,1
2013,420,338075777433,1,5
2012,420,267480275193,1,9
2015,420,472695154789,2,1
2013,499,368767534489,2,1
2015,420,463725734145,1,6
2014,420,406775349913,1,6
2014,420,405894300201,1,9
2015,411,462549142441,1,6
2013,420,383279761549,2,9
2013,499,368773110753,2,9
2016,420,549678267441,2,1
2012,420,271927345733,1,10
2014,441,414715949849,2,9
2012,441,271896676281,1,9
2014,441,414490111157,2,9
2016,411,520338754405,2,1
2015,420,473749068685,2,1
2016,420,540630779101,2,1
2015,420,474058551337,2,1
2016,420,547277685789,2,1
2014,420,404873843889,1,9
2013,441,339918732685,2,9
2013,420,338103658753,1,6
2015,420,471448859785,2,1
2016,420,548189404953,2,1
2013,411,382766745261,2,9
2013,411,381679373781,2,6
2012,420,311134057917,2,4
2015,411,462691337173,1,1
2016,420,539864042801,2,1
2013,420,380684010657,2,3
2013,499,372403258617,2,9
2014,420,406649883973,1,9
2008,83,123607087729,2,19
2015,420,464832622549,1,6
2012,420,274180156389,1,3
2017,411,554602108553,1,1
2016,420,551554680277,2,1
2014,420,441618635517,2,1
2016,420,547559287121,2,1
2014,420,407160112129,1,9
2015,499,469126345829,2,1
2014,420,406385011433,1,3
2017,441,562308505401,1,1
2013,441,339338801229,2,10
2012,411,274389266289,1,9
2012,499,312628496669,2,9
2013,441,339255157269,2,9
2013,411,332098022425,1,9
2016,420,544330630265,2,1
2016,499,515278294825,2,9
2017,441,572945228981,1,1
2013,420,379083622889,2,9
2014,420,406262333625,1,9
2016,420,549962656905,2,1
2017,441,559464610761,1,1
2012,420,273212674585,1,6
2015,420,476919174769,2,1
2012,420,310119177869,2,9
2009,83,177886441505,2,9
2014,420,443118650533,2,9
2013,441,339503301017,2,9
2016,420,540717211193,2,1
2016,420,550740545733,2,1
2016,420,548975658177,2,1
2016,420,550601139133,2,1
2016,420,552056544037,2,1
2013,441,340685468985,2,10
2014,420,407611789513,1,3
2015,420,472020426845,2,1
2017,411,554418091841,1,1
2015,420,473631967141,2,1
2016,420,540678177345,2,1
2013,420,338120387545,1,10
2015,411,471270419337,2,1
2013,420,380625459885,2,6
2015,420,471741613645,2,10
2014,420,406042071197,1,1
2014,420,406326460661,1,3
2015,420,477306725117,2,10
2014,420,404871055757,1,9
2012,499,312009531365,2,9
2014,441,413940849153,2,1
2012,411,310108025341,2,9
2009,83,19824450293,2,9
2013,420,380134748653,2,9
2014,420,406365494509,1,9
2014,411,392165538233,1,21
2013,411,373077986561,2,6
2014,420,405819020637,1,6
2014,441,413742891781,2,10
2012,411,306837546505,2,6
2010,83,205115338617,2,19
2016,420,547322295901,2,1
2010,83,123760434989,2,19
2016,420,545259078221,2,1
2016,420,551473824449,2,1
2012,420,273458030201,1,11
2014,411,401820839349,1,1
2008,83,127083888333,2,19
2013,411,332256945949,1,9
2013,411,332549699809,1,2
2013,420,335544153577,1,6
2012,499,313230733181,2,9
2013,411,331808056697,1,5
2016,420,545674509889,2,1
2013,420,336416838893,1,6
2015,420,473595721425,2,1
2014,420,406212147249,1,6
2012,420,309742780049,2,3
2016,420,551526798957,2,1
2013,441,340297918637,2,9
2016,420,552781458357,2,1
2013,420,337498634109,1,9
2014,420,407583908193,1,9
2012,420,309550398941,2,9
2016,420,539785975105,2,1
2014,420,443074040421,2,1
2016,420,539903076649,2,1
2014,420,407578331929,1,9
2016,420,545643840437,2,1
2014,411,442106558617,2,6
2016,420,547350177221,2,1
2013,420,379072470361,2,3
2014,420,406658248369,1,3
2012,411,307038292009,2,9
2016,420,550302809009,2,1
2012,420,267828791693,1,3
2014,420,407385950821,1,3
2017,441,563259258413,1,1
2012,420,309553187073,2,9
2013,420,380176570633,2,9
2016,420,550888316729,2,1
2012,420,268400358753,1,9
2014,420,441604694857,2,9
2015,420,463639302053,1,9
2013,420,338061836773,1,6
2014,441,413380434621,2,10
2014,420,442131651805,2,6
2013,441,340286766109,2,9
2016,420,551479400713,2,1
2012,441,275685747669,1,19
2016,420,544380816641,2,1
2016,420,551384604225,2,1
2013,420,339071140557,1,10
2013,420,382741652073,2,6
2014,420,405398012705,1,6
2012,420,268065782913,1,6
2014,420,407271637409,1,3
2016,420,547857617245,2,1
2016,420,547188465565,2,1
2015,420,471814105077,2,1
2016,420,550171766805,2,1
2015,420,474027881885,2,1
2014,441,414590483909,2,1
2016,420,545412425481,2,1
2012,420,276282407917,1,9
2014,441,414492899289,2,1
2016,420,551228468833,2,1
2016,411,509512437849,1,1
2012,420,274442240797,1,9
2014,420,405830173165,1,6
2016,411,511084944297,1,1
2015,420,463541717433,1,6
2012,420,277765694141,1,5
2013,420,380039952165,2,6
2017,441,573285381085,1,1
2016,499,517062699305,2,1
2013,441,341577671225,2,1
2013,411,331799692301,1,6
2017,441,558288019057,1,1
2014,420,407252120485,1,6
2013,411,337055321121,1,6
2016,420,545660569229,2,1
2009,83,169915172117,2,9
2016,420,548033269561,2,1
2012,411,267890130597,1,9
2016,420,549697784365,2,1
2015,420,477658029749,2,9
2016,420,550645749245,2,1
2014,441,414757771829,2,9
2016,420,550609503529,2,1
2016,420,545766518245,2,1
2013,420,337808116761,1,6
2014,420,406309731869,1,3
2013,411,335814602381,1,9
2012,420,274891130049,1,3
2014,441,413907391569,2,1
2015,420,471816893209,2,1
2014,499,416522659385,2,10
2015,411,462643938929,1,9
2014,420,407238179825,1,3
2013,499,371251760101,2,9
2016,420,544944019305,2,1
2015,420,472145892785,2,9
2012,420,277960863381,1,6
2013,420,335694712705,1,6
2013,420,380081774145,2,6
2013,441,371123506029,1,9
2016,420,549945928113,2,1
2013,420,334830391785,1,6
2016,420,550709876281,2,1
2013,420,336472601533,1,9
2013,411,332203971441,1,9
2014,420,405439834685,1,3
2013,420,335533001049,1,3
2014,420,406976095417,1,6
2016,420,550319537801,2,1
2013,420,336612008133,1,6
2017,441,560406999377,1,1
2012,420,274559342341,1,6
2013,420,336486542193,1,6
2016,420,545387332293,2,1
2016,420,549996114489,2,1
2017,411,554710845701,1,1
2016,420,545002570077,2,1
2014,499,416480837405,2,1
2010,83,204992660809,2,19
2016,411,508740125285,1,1
2016,420,547670812401,2,1
2014,420,405041131809,1,3
2016,420,550333478461,2,1
2013,420,337819269289,1,3
2012,420,310372897881,2,9
2015,420,473634755273,2,9
2016,420,550949655633,2,1
2013,420,338106446885,1,9
2009,83,89014734005,2,9
2015,420,471786223757,2,1
2013,420,343783083637,1,3
2016,420,544818553365,2,1
2013,441,340576731837,2,9
2014,420,443082404817,2,9
2014,420,407664764021,1,3
2016,420,552037027113,2,1
2015,420,464085403173,1,6
2012,420,278861430017,1,3
2016,420,552062120301,2,1
2012,420,276856763109,1,10
2012,420,271743329021,1,9
2016,411,510633266913,1,1
2013,411,332541335413,1,3
2016,420,550952443765,2,1
2013,441,339280250457,2,9
2014,420,404583878161,1,6
2012,441,269423603197,1,9
2013,441,340208698413,2,10
2015,411,462981302901,1,9
2016,420,546912440497,2,1
2016,420,549742394477,2,1
2013,499,372562182141,2,9
2017,411,555003599561,1,1
2013,420,380904273085,2,6
2014,420,406911968381,1,3
2012,441,271910616941,1,9
2012,420,277673685785,1,6
2014,420,406702858481,1,3
2014,420,407394315217,1,9
2014,499,416263363109,2,9
2016,411,508581201761,1,10
2013,420,337824845553,1,6
2013,420,337827633685,1,9
2014,420,441306364733,2,9
2013,420,337495845977,1,6
2012,420,309678653013,2,6
2012,441,278203430865,1,9
2012,441,275925527021,1,9
2017,441,572412695769,1,1
2012,441,314978891945,2,9
2013,420,338945674617,1,9
2012,441,277592829957,1,10
2012,441,276792636073,1,9
2016,420,550347419121,2,1
2012,420,268631773709,1,9
2009,83,164534077357,2,19
2013,441,341042349881,2,9
2017,441,559459034497,1,1
2015,420,470952572289,2,1
2012,420,276254526597,1,3
2016,420,547258168865,2,1
2014,441,413759620573,2,9
2013,441,338454963385,2,9
2010,83,204934110037,2,19
2016,420,545970051881,2,1
2015,420,463647666449,1,1
2012,420,274715477733,1,9
2012,411,278342837465,1,3
2014,420,406557875617,1,10
2012,420,274447817061,1,10
2013,420,337451235865,1,9
2015,411,471420978465,2,1
2013,420,335644526329,1,9
2012,420,277369779397,1,9
2012,420,274941316425,1,6
2017,441,563808520417,1,1
2013,420,337830421817,1,6
2015,411,462588176289,1,9
2014,441,414752195565,2,9
2012,420,309555975205,2,6
2016,420,550263775161,2,20
2012,420,269493306497,1,9
2013,420,380795535937,2,9
2012,420,278234100317,1,6
2012,411,268712629537,1,9
2012,411,275091875553,1,9
2016,420,548086244069,2,1
2015,411,462590964421,1,1
2012,420,310208398093,2,9
2015,420,467472983553,1,9
2015,420,472026003109,2,1
2015,420,463706217221,1,9
2013,420,337833209949,1,6
2012,420,277707143369,1,9
2013,441,341039561749,2,9
2016,420,550060241525,2,1
2012,420,268166155665,1,6
2016,420,540661448553,2,1
2015,411,462638362665,1,1
2014,420,442140016201,2,6
2012,441,277012898501,1,9
2014,411,442112134881,2,1
2012,420,268785120969,1,9
2016,420,540728363721,2,1
2017,441,573034449205,1,1
2013,411,337060897385,1,6
2014,499,416475261141,2,9
2015,411,463103980709,1,1
2015,420,467854957637,1,10
2016,420,548629929809,2,1
2013,420,337822057421,1,3
2014,420,406270698021,1,9
2012,420,268748875253,1,9
2012,420,275314926113,1,9
2012,420,277475728413,1,6
2016,411,510594233065,1,1
2015,420,473804831325,2,1
2012,420,267747935865,1,9
2013,441,339182665837,2,9
2015,420,473751856817,2,1
2014,420,405356190725,1,6
2016,411,508893472545,1,1
2012,411,272027718485,1,6
2016,420,544405909829,2,1
2013,441,340693833381,2,9
2014,420,407187993449,1,6
2013,420,337835998081,1,6
2016,420,550623444189,2,1
2009,83,50139809529,2,19
2014,420,405556936229,1,3
2017,441,558335417301,1,1
2016,420,550581622209,2,1
2016,420,548058362749,2,1
2015,420,464885597057,1,1
2011,83,238756939329,2,9
2016,420,549686631837,2,1
2014,420,442909540633,2,9
2016,420,540722787457,2,1
2015,420,474025093753,2,1
2013,420,337465176525,1,9
2016,420,551574197201,2,1
2014,411,443425345053,2,1
2016,420,550355783517,2,1
2015,420,471607783309,2,1
2016,499,536693936717,2,1
2016,411,507728033369,1,1
2013,411,372938579961,2,6
2012,420,310294830185,2,9
2016,420,550470096929,2,1
2016,411,520857346957,2,1
2012,441,275933891417,1,1
2015,420,476930327297,2,9
2013,420,336662194509,1,3
2012,420,309924008629,2,9
2016,411,510293114809,1,1
2013,420,338987496597,1,6
2016,420,550492401985,2,1
2014,420,407332976313,1,9
2013,420,382939609445,2,3
2015,411,462722006625,1,1
2014,420,407115502017,1,10
2017,411,554660659325,1,1
2013,420,338998649125,1,6
2015,420,472806680069,2,1
2016,499,515331269333,2,9
2015,420,472184926633,2,1
2014,441,413307943189,2,9
2014,441,414197357297,2,9
2015,420,471878232113,2,1
2013,420,337838786213,1,9
2012,420,273932012641,1,9
2014,420,405119199505,1,3
2012,420,269114120545,1,9
2014,420,407352493237,1,6
2017,441,557992477065,1,1
2015,420,468518533053,1,9
2017,441,572733330949,1,1
2015,420,472201655425,2,9
2015,420,471744401777,2,9
2012,420,271899464413,1,10
2014,420,441231085169,2,9
2009,83,164536865489,2,9
2016,420,550997053877,2,1
2012,420,309745568181,2,10
2013,420,336506059117,1,6
2014,420,406276274285,1,9
2016,420,547668024269,2,1
2017,441,560390270585,1,1
2016,420,548914319273,2,1
2012,499,312012319497,2,9
2016,499,517065487437,2,9
2014,420,441091678569,2,6
2014,420,441019187137,2,1
2012,420,267616893661,1,9
2014,420,442332397309,2,3
2014,420,405832961297,1,6
2013,420,338131540073,1,6
2016,420,545983992541,2,1
2015,420,472781586881,2,1
2014,420,406937061569,1,3
2012,441,269345535501,1,9
2014,420,406153596477,1,3
2016,420,540647507893,2,1
2016,411,519315509961,2,1
2016,420,547411516125,2,1
2013,411,381668221253,2,9
2013,441,339241216609,2,9
2013,420,379086411021,2,9
2015,420,471747189909,2,1
2012,441,275936679549,1,10
2012,420,310219550621,2,6
2015,420,472081765749,2,9
2014,420,405370131385,1,9
2014,420,442321244781,2,6
2016,420,548947776857,2,1
2015,420,473620814613,2,9
2016,420,547269321393,2,1
2016,420,549209861265,2,1
2015,420,472413553457,2,1
2012,411,273491487785,1,9
2014,411,392271487249,1,9
2012,420,267575071681,1,6
2012,420,268612256785,1,9
2012,420,271734964625,1,6
2015,420,467481347949,1,1
2015,411,462883718281,1,6
2013,441,340350893145,2,10
2013,441,339277462325,2,9
2015,499,469087311981,2,1
2014,420,406510477373,1,6
2012,499,312020683893,2,9
2017,441,572415483901,1,1
2016,420,551961747549,2,1
2015,411,462713642229,1,10
2014,420,405523478645,1,3
2013,420,343074898109,1,3
2013,411,373317765913,2,6
2016,420,551342782245,2,1
2013,441,339818359933,2,9
2013,420,338521878553,1,9
2014,441,414562602589,2,9
2013,420,337922430173,1,6
2016,420,550433851213,2,1
2009,83,21137660465,2,9
2013,420,337955887757,1,3
2014,420,406529994297,1,9
2016,411,508572837365,1,9
2013,411,374048256497,2,9
2013,420,379755562701,2,9
2012,420,278008261625,1,6
2014,411,392263122853,1,6
2015,420,472006486185,2,1
2017,411,554766608341,1,1
2012,420,309751144445,2,6
2017,441,559436729441,1,1
2013,441,338959615277,2,9
2014,420,405587605681,1,9
2016,420,548919895537,2,1
2014,441,413795866289,2,1
2016,420,556350267317,2,1
2017,411,554367905465,1,1
2012,420,274163427597,1,9
2014,420,405542995569,1,9
2016,420,549803733381,2,1
2014,420,443093557345,2,9
2013,420,334841544313,1,6
2016,420,546586229053,2,1
2017,441,572685932705,1,1
2013,411,332111963085,1,9
2014,420,406934273437,1,9
2014,441,414392526537,2,1
2016,420,544319477737,2,1
2016,420,550570469681,2,1
2015,420,463630937657,1,3
2016,411,509501285321,1,1
2014,420,441674398157,2,6
2014,411,446244146505,2,21
2012,411,307969528097,2,9
2016,420,548702421241,2,1
2016,420,544687511161,2,20
2013,420,337194727721,1,10
2016,420,547564863385,2,1
2013,420,380101291069,2,3
2012,441,275234070285,1,9
2014,420,409532812461,1,9
2016,420,550238681973,2,1
2012,420,309801330821,2,6
2012,420,309558763337,2,9
2012,420,274757299713,1,9
2013,420,337490269713,1,9
2014,420,441847262341,2,3
2016,420,552926441221,2,1
2012,420,278613286269,1,10
2016,420,547216346885,2,1
2013,441,338407565141,2,9
2017,441,560805702253,1,1
2014,420,406220511645,1,1
2014,420,442301727857,2,1
2015,411,463078887521,1,1
2013,420,379407046201,2,6
2013,420,338990284729,1,6
2016,420,551423638073,2,1
2016,420,548002600109,2,1
2012,441,277930193929,1,1
2012,441,278593769345,1,10
2017,441,559545466589,1,1
2013,420,338700319001,1,9
2014,420,443121438665,2,9
2013,441,341033985485,2,9
2009,83,162953206513,2,9
2008,83,127075523937,2,9
2012,420,275298197321,1,6
2012,420,267444029477,1,3
2012,420,274712689601,1,9
2015,420,471688639137,2,1
2013,420,339048835501,1,9
2013,420,337783023573,1,9
2015,420,464952512225,1,9
2014,420,405897088333,1,3
2016,420,539866830933,2,1
2013,420,338033955453,1,9
2016,420,550497978249,2,1
2016,420,547456126237,2,1
2014,420,442064736637,2,3
2016,420,548136430445,2,1
2012,420,268955197021,1,5
2013,420,378969309477,2,9
2014,411,392268699117,1,6
2015,420,464843775077,1,6
2014,420,406959366625,1,9
2012,420,309834788405,2,9
2013,420,380042740297,2,6
2012,420,278878158809,1,9
2012,420,277400448849,1,9
2014,420,404924030265,1,9
2016,420,550509130777,2,1
2014,420,441133500549,2,6
2012,441,269353899897,1,9
2016,420,547152219849,2,1
2012,420,309595009053,2,3
2013,420,337961464021,1,3
2015,420,471167258453,2,1
2014,420,404614547613,1,6
2016,420,550598351001,2,1
2016,420,548864132897,2,1
2016,420,544260926965,2,1
2014,420,406223299777,1,3
2016,420,547260956997,2,1
2014,420,407062527509,1,9
2013,441,338778386697,2,9
2015,420,471749978041,2,9
2013,420,337785811705,1,3
2016,420,548114125389,2,1
2016,420,550141097353,2,1
2012,441,276382780669,1,9
2013,420,380675646261,2,9
2013,420,383304854737,2,9
2016,420,551027723329,2,1
2012,411,314426841809,2,10
2014,420,406267909889,1,9
2014,420,405980732293,1,6
2010,83,203250078309,2,9
2014,420,441323093525,2,6
2012,420,277397660717,1,9
2016,420,540544347009,2,1
2015,420,472313180705,2,1
2014,420,406677765293,1,6
2014,420,407065315641,1,9
2014,420,406716799141,1,9
2013,420,338418717669,1,6
2016,420,550857647277,2,1
2016,420,550826977825,2,1
2016,420,549112276645,2,1
2016,420,544581562145,2,1
2012,441,277486880941,1,9
2013,411,332220700233,1,6
2014,420,406616426389,1,6
2014,420,405902664597,1,3
2014,420,406753044857,1,3
2016,420,540664236685,2,20
2012,420,277288923569,1,3
2013,420,334855484973,1,9
2013,420,334858273105,1,1
2015,420,468147711497,1,9
2014,420,409382253333,1,6
2009,83,173924505933,2,21
2013,420,379323402241,2,6
2013,441,343080474373,2,9
2012,420,309600585317,2,9
2014,420,406226087909,1,6
2013,420,337788599837,1,6
2015,420,464283360545,1,6
2015,420,472084553881,2,1
2016,420,551471036317,2,1
2014,420,407313459389,1,6
2016,420,547863193509,2,1
2014,420,404293912433,1,6
2014,441,414763348093,2,9
2016,420,550796308373,2,1
2015,420,476938691693,2,9
2012,420,309597797185,2,9
2014,420,405899876465,1,3
2014,420,405487232929,1,3
2014,420,404567149369,1,6
2015,420,471970240469,2,9
2014,420,442304515989,2,6
2014,420,407123866413,1,9
2016,420,547740515701,2,1
2014,420,406978883549,1,9
2012,420,268124333685,1,6
2017,441,558324264773,1,1
2016,420,551543527749,2,20
2015,420,472784375013,2,1
2015,420,475583659541,2,9
2016,420,551671781821,2,1
2012,499,312553217105,2,1
2014,420,443090769213,2,3
2014,441,413784713761,2,1
2014,420,406228876041,1,9
2014,420,441147441209,2,6
2013,420,381082713533,2,6
2014,420,405835749429,1,6
2012,441,269091815489,1,9
2014,411,392260334721,1,6
2016,420,548839039709,2,1
2013,441,340348105013,2,9
2013,420,338496785365,1,9
2013,441,338973555937,2,1
2013,420,379758350833,2,6
2012,441,316398051133,2,1
2012,441,276017535377,1,10
2012,420,272016565957,1,9
2013,420,341061866805,1,3
2017,441,562433971341,1,1
2014,420,441551720349,2,9
2014,441,413227087361,2,9
2013,420,338507937893,1,9
2014,420,404695403441,1,10
2015,420,473637543405,2,1
2008,83,41820023641,2,19
2014,420,406705646613,1,3
2013,420,336372228781,1,6
2016,420,552059332169,2,1
2014,420,406744680461,1,3
2016,420,550776791449,2,1
2013,420,337264431021,1,9
2012,441,276371628141,1,9
2012,441,276695051453,1,10
2013,441,340688257117,2,10
2016,420,549098335985,2,1
2013,420,341056290541,1,9
2013,420,338527454817,1,9
2016,420,551487765109,2,1
2013,420,338482844705,1,9
2016,420,551568620937,2,1
2013,411,332217912101,1,6
2013,420,338427082065,1,6
2014,420,442920693161,2,1
2014,420,441339822317,2,1
2015,420,463435768417,1,9
2017,441,573257499765,1,1
2016,420,551727544461,2,1
2014,420,441342610449,2,9
2014,420,407581120061,1,6
2012,420,269749814641,1,10
2012,420,272892039405,1,6
2017,441,558357722357,1,1
2014,420,405969579765,1,9
2010,83,204064212853,2,10
2016,420,548808370257,2,1
2016,420,547885498565,2,1
2014,420,406661036501,1,9
2010,83,18265884505,2,9
2009,83,26591246657,2,19
2014,420,404918454001,1,3
2015,420,463438556549,1,9
2017,411,554376269861,1,1
2012,420,273929224509,1,6
2013,420,379376376749,2,9
2016,420,550994265745,2,1
2014,420,407335764445,1,3
2016,420,551942230625,2,1
2013,420,380672858129,2,3
2016,420,548041633957,2,1
2016,420,556018479609,2,1
2013,420,338505149761,1,9
2016,411,508673210117,1,1
2012,420,267856673013,1,6
2013,441,341240307253,2,9
2014,420,406622002653,1,3
2013,420,338162209525,1,6
2016,420,549170827417,2,20
2014,420,406914756513,1,6
2016,420,550874376069,2,1
2015,420,472407977193,2,1
2016,420,561441396349,2,1
2012,420,273848368681,1,3
2016,420,548847404105,2,1
2015,420,474061339469,2,1
2013,420,336670558905,1,9
2014,420,441314729129,2,6
2012,420,277548219845,1,9
2013,420,338173362053,1,9
2012,420,268525824693,1,10
2016,420,549036997081,2,1
2014,420,405983520425,1,6
2012,420,274361384969,1,9
2014,420,406304155605,1,9
2014,420,406231664173,1,3
2017,441,562093819237,1,1
2015,420,471752766173,2,3
2016,420,549784216457,2,1
2014,420,406234452305,1,9
2014,420,448792499153,2,9
2014,420,441286847809,2,9
2014,420,406033706801,1,9
2011,83,241915892885,2,9
2014,441,413745679913,2,9
2015,420,467341941349,1,9
2014,420,404882208285,1,6
2014,441,414191781033,2,99
2017,441,559539890325,1,1
2014,420,405375707649,1,9
2015,420,467266661785,1,9
2013,420,379395893673,2,6
2016,420,547026753909,2,1
2015,499,469129133961,2,9
2012,420,271913405073,1,9
2012,420,310222338753,2,9
2014,420,406142443949,1,6
2014,420,405492809193,1,1
2014,411,392185055157,1,9
2016,420,551936654361,2,1
2017,441,572409907637,1,1
2012,420,269404086273,1,10
2013,420,336397321969,1,9
2016,420,545418001745,2,1
2013,420,382925668785,2,6
2016,420,549764699533,2,1
2015,420,473604085821,2,20
2014,420,406635943313,1,3
2016,420,547997023845,2,1
2012,420,278002685361,1,9
2012,420,269958924541,1,6
2013,441,340303494901,2,1
2014,420,406582968805,1,9
2013,420,379460020709,2,6
2012,420,309837576537,2,9
2013,441,339915944553,2,10
2012,420,309748356313,2,9
2014,441,414175052241,2,10
2013,420,338940098353,1,5
2012,420,272019354089,1,6
2016,411,508057032945,1,1
2016,499,516881470725,2,9
2017,441,561084515453,1,1
2013,420,335480026541,1,1
2016,420,548072303409,2,1
2016,420,551063969045,2,1
2012,441,275984077793,1,9
2015,420,467350305745,1,6
2014,420,441063797249,2,6
2016,420,548169888029,2,1
2015,420,477526987545,2,9
2014,420,405127563901,1,3
2015,420,464735037929,1,9
2016,411,514402821377,1,1
2013,411,332145420669,1,6
2015,420,472170985973,2,1
2013,441,340679892721,2,1
2014,411,392251970325,1,6
2016,411,508938082657,1,1
2009,83,41663888249,2,9
2014,411,392151597573,1,6
2015,420,471973028601,2,1
2017,441,559392119329,1,1
2013,420,382763957129,2,9
2014,420,407631306437,1,9
2015,499,469472074197,2,10
2015,420,472801103805,2,1
2013,420,334844332445,1,6
2017,441,560398634981,1,1
2012,420,275228494021,1,3
2017,441,558349357961,1,1
2016,420,551022147065,2,1
2016,420,552078849093,2,1
2014,441,414222450485,2,9
2017,441,559537102193,1,1
2016,420,542035997629,2,1
2016,420,550369724177,2,1
2015,420,471552020669,2,1
2013,420,334905671349,1,6
2014,420,405612698869,1,3
2014,420,407193569713,1,9
2013,420,337777447309,1,9
2010,83,198092034109,2,19
2016,420,550913409917,2,1
2010,83,207808674129,2,10
2012,420,278880946941,1,6
2014,420,441613059253,2,3
2015,499,469028761209,2,9
2015,420,476947056089,2,9
2012,420,274445028929,1,9
2013,420,380053892825,2,9
2016,420,540641931629,2,1
2012,441,276583526173,1,9
2013,420,336419627025,1,6
2014,420,406758621121,1,9
2014,420,406769773649,1,3
2016,420,549218225661,2,1
2013,420,379761138965,2,9
2015,420,472419129721,2,9
2014,420,441693915081,2,9
2016,420,548019328901,2,1
2014,420,442574964793,2,3
2015,411,473347577677,2,1
2012,441,275236858417,1,9
2012,420,275928315153,1,9
2016,420,546639203561,2,1
2016,420,545841797809,2,1
2015,420,472062248825,2,1
2012,420,275306561717,1,9
2012,420,277771270405,1,6
2012,420,278142091961,1,10
2013,441,339163148913,2,10
2013,441,339416868925,2,9
2014,420,407681492813,1,3
2012,420,309603373449,2,9
2017,441,561087303585,1,1
2014,420,406942637833,1,6
2014,420,441058220985,2,11
2015,420,472399612797,2,1
2012,420,309687017409,2,6
2014,420,442067524769,2,6
2017,441,573466609665,1,1
