ano_letivo__ano,curso_campus_id,id,periodo_letivo,situacao_id
2016,420,552053755905,2,1
2014,441,413943637285,2,9
2015,420,467590085097,1,10
2014,420,406861782005,1,6
2015,420,464093767569,1,1
2012,420,276274043521,1,6
2012,420,309926796761,2,9
2012,420,309840364669,2,9
2012,441,274874401257,1,9
2016,420,550840918485,2,1
2016,411,520288568029,2,1
2014,441,413946425417,2,1
2013,499,371338192193,2,9
2012,420,272894827537,1,6
2016,420,544311113341,2,1
2015,420,471922842225,2,1
2016,420,547255380733,2,1
2015,420,473754644949,2,1
2012,441,278114210641,1,9
2012,420,274539825417,1,3
2013,441,340677104589,2,10
2016,420,544291596417,2,1
2016,420,547244228205,2,1
2013,441,339687317729,2,9
2015,420,472723036109,2,10
2015,420,467104950129,1,9
2015,420,464074250645,1,6
2016,420,546853889725,2,1
2013,420,335477238409,1,9
2017,441,564525070341,1,1
2012,420,270806516669,1,9
2015,411,462970150373,1,21
2012,420,311086659673,2,9
2013,420,338410353273,1,9
2017,411,555025904617,1,1
2012,411,306831970241,2,6
2015,420,471381944617,2,9
2012,420,269284196597,1,6
2013,420,379546452801,2,6
2013,420,379142173661,2,9
2013,420,337211456513,1,9
2014,420,444685580717,2,3
2014,420,442931845689,2,6
2012,441,277503609733,1,5
2016,411,538121460301,2,1
2012,420,311178668029,2,9
2013,411,374039892101,2,9
2014,441,414576543249,2,9
2016,420,540708846797,2,1
2014,420,405844113825,1,3
2009,83,173118735785,2,9
2016,420,544288808285,2,1
2014,420,407048586849,1,3
2016,499,517051546777,2,1
2012,420,276098391205,1,6
2015,420,472204443557,2,1
2012,441,277498033469,1,10
2014,420,406875722665,1,6
2013,420,337242125965,1,6
2017,441,559534314061,1,1
2015,499,469112405169,2,1
2012,420,276299136709,1,3
2014,441,414704797321,2,9
2012,441,277336321813,1,19
2014,420,442661396885,2,9
2014,420,441284059677,2,3
2015,420,470955360421,2,1
2014,420,407561603137,1,6
2016,420,552048179641,2,1
2014,420,443110286137,2,6
2012,441,275158790721,1,20
2016,420,550127156693,2,1
2013,420,336453084609,1,9
2016,420,550832554089,2,1
2012,420,277378143793,1,6
2015,420,467096585733,1,9
2016,420,553458974433,2,1
2016,420,552828856601,2,1
2014,420,441707855741,2,9
2012,499,312700988101,2,21
2015,420,472140316521,2,1
2014,420,442176261917,2,3
2013,441,341521908585,2,9
2016,420,551629959841,2,1
2008,83,127039278221,2,9
2012,420,277935770193,1,5
2008,83,46398136385,2,9
2014,420,441540567821,2,6
2013,441,341170603953,2,9
2015,420,472787163145,2,9
2013,420,336815541769,1,9
2014,420,442031279053,2,9
2012,420,277439482697,1,9
2013,420,383288125945,2,9
2014,420,407625730173,1,3
2013,420,338047896113,1,3
2016,420,540694906137,2,1
2015,420,473615238349,2,1
2014,420,404698191573,1,6
2010,83,205279838405,2,19
2012,420,309689805541,2,6
2016,420,550896681125,2,1
2014,420,442605634245,2,9
2015,420,473601297689,2,1
2015,420,471789011889,2,1
2013,499,370897667337,2,4
2015,441,477922902289,2,1
2015,411,462702489701,1,1
2012,420,277026839161,1,9
2017,441,562210920781,1,1
2015,420,464955300357,1,10
2013,420,379356859825,2,6
2015,420,470958148553,2,9
2013,441,342235670377,2,20
2013,411,332176090121,1,6
2013,420,380561332849,2,9
2016,420,545621535381,2,1
2012,411,272476607737,1,6
2013,411,381665433121,2,9
2014,411,420269908793,2,9
2012,420,274141122541,1,9
2013,420,339196606497,1,6
2016,499,515311752409,2,10
2017,499,573288169217,2,1
2012,420,275462697109,1,6
2015,420,464737826061,1,1
2016,420,551967323813,2,1
2013,441,341045138013,2,9
2012,420,268431028205,1,3
2014,441,414768924357,2,10
2014,420,406644307709,1,3
2012,441,272075116729,1,1
2014,441,413798654421,2,9
2014,420,405506749853,1,6
2016,411,508606294949,1,1
2014,499,416483625537,2,9
2013,411,374499933881,2,9
2016,420,547213558753,2,1
2016,420,549845555361,2,1
2014,420,406789290573,1,9
2012,420,273184793265,1,6
2015,420,474016729357,2,1
2014,420,441861203001,2,3
2011,83,217477915905,2,19
2012,420,311139634181,2,9
2014,441,413904603437,2,9
2016,420,543491402533,2,1
2012,420,270115059933,1,9
2011,83,237259712445,2,21
2014,420,406125715157,1,9
2014,420,406019766141,1,1
2014,420,406334825057,1,6
2016,420,550166190541,2,1
2013,420,338951250881,1,6
2013,420,334849908709,1,9
2016,411,509208531461,1,1
2016,420,559420000649,2,1
2015,499,469031549341,2,9
2012,420,268849248005,1,9
2016,411,511087732429,1,9
2016,420,550726605073,2,1
2016,420,545409637349,2,1
2014,420,441660457497,2,9
2014,411,403847811313,1,6
2010,83,205469431381,2,10
2013,420,336349923725,1,1
2012,441,276973864653,1,1
2013,420,335538577313,1,6
2015,420,463658818977,1,1
2015,420,472717459845,2,1
2014,411,419985519329,2,9
2013,420,380056680957,2,3
2012,441,272077904861,1,9
2016,411,508307964825,1,9
2014,420,407614577645,1,9
2016,420,552140187997,2,1
2016,420,540644719761,2,1
2016,420,544352935321,2,1
2012,420,273862309341,1,9
2016,420,539746941257,2,1
2015,499,469042701869,2,9
2015,420,474075280129,2,1
2015,420,463452497209,1,10
2015,420,471451647917,2,1
2016,499,517059911173,2,9
2016,411,520865711353,2,1
2013,420,337774659177,1,9
2012,420,277698778973,1,9
2013,499,368784263281,2,10
2013,420,379342919165,2,9
2015,420,471755554305,2,1
2014,420,406981671681,1,6
2017,411,555363268589,1,1
2014,420,405453775345,1,9
2013,411,372935791829,2,2
2012,411,268288833473,1,6
2014,420,407215874769,1,3
2012,420,273720114609,1,9
2012,441,276932042673,1,9
2016,420,547877134169,2,1
2017,411,554267532713,1,1
2013,420,379830842265,2,9
2013,420,380670069997,2,3
2013,420,382752804601,2,3
2014,420,406750256725,1,6
2014,420,406725163537,1,3
2016,420,546834372801,2,1
2016,420,550687571225,2,1
2013,420,379763927097,2,6
2014,420,406624790785,1,9
2014,420,406008613613,1,9
2012,420,277768482273,1,9
2015,420,472809468201,2,9
2012,420,274135546277,1,9
2013,420,380667281865,2,9
2012,420,277355838737,1,6
2013,420,338502361629,1,9
2012,420,273842792417,1,3
2014,420,441560084745,2,9
2012,420,273332564261,1,9
2012,420,269069510433,1,5
2017,441,558293595321,1,1
2014,420,405456563477,1,3
2012,420,309929584893,2,6
2011,83,73275728865,2,9
2013,420,383502812109,2,9
2014,499,416795896321,2,1
2013,420,336347135593,1,3
2015,420,472402400929,2,1
2016,420,549221013793,2,1
2016,420,550149461749,2,1
2013,420,338045107981,1,9
2012,441,277018474765,1,10
2014,411,404115471985,1,6
2012,420,267321351669,1,9
2016,420,544634536653,2,1
2009,83,165844499397,2,9
2016,499,517040394249,2,1
2015,420,464852139473,1,6
2014,420,406585756937,1,9
2014,420,407338552577,1,9
2013,499,375946974389,2,1
2014,420,405358978857,1,3
2017,411,559275017785,1,1
2012,420,277347474341,1,6
2016,420,550631808585,2,1
2012,420,309932373025,2,3
2013,420,338349014369,1,6
2014,420,406588545069,1,9
2017,411,554958989449,1,1
2012,441,274698748941,1,10
2017,441,559517585269,1,1
2016,420,539869619065,2,1
2016,499,517045970513,2,9
2016,420,550681994961,2,1
2014,411,392143233177,1,6
2012,411,274821426749,1,6
2016,420,552050967773,2,1
2013,411,373044528977,2,9
2014,420,406323672529,1,9
2013,441,338471692177,2,10
2014,420,450114073721,2,6
2013,420,344803539949,1,9
2013,420,368781475149,1,3
2017,441,563805732285,1,1
2014,420,405782774921,1,6
2016,420,548880861689,2,1
2013,441,339157572649,2,1
2016,420,551708027537,2,1
2013,420,337454023997,1,6
2014,420,404302276829,1,6
2012,441,273123454361,1,4
2012,441,277760117877,1,10
2015,499,472360578949,2,1
2014,411,406811595629,1,9
2015,420,472131952125,2,1
2012,441,275613256237,1,9
2013,420,337200303985,1,9
2014,420,442179050049,2,3
2012,441,276536127929,1,9
2014,420,407391527085,1,9
2015,420,472720247977,2,9
2017,411,555260107705,1,1
2015,420,470960936685,2,9
2014,420,406591333201,1,6
2012,420,270965440193,1,5
2016,420,552552831533,2,1
2012,420,309804118953,2,6
2013,420,337203092117,1,9
2012,420,311108964729,2,9
2016,420,545961687485,2,1
2013,420,380686798789,2,6
2015,420,471680274741,2,9
2013,420,337947523361,1,6
2016,420,551493341373,2,1
2013,420,338086929961,1,9
2016,420,544369664113,2,1
2013,411,331975344617,1,6
2013,420,337236549701,1,9
2015,420,472034367505,2,1
2014,420,406714011009,1,3
2013,420,380870815501,2,3
2016,420,542225590605,2,1
2013,420,338697530869,1,9
2014,441,414729890509,2,1
2014,420,406931485305,1,3
2013,441,341513544189,2,9
2012,441,277757329745,1,1
2016,420,544375240377,2,1
2015,420,468376338321,1,9
2013,420,337780235441,1,6
2016,420,550760062657,2,1
2016,420,547782337681,2,1
2016,420,546597381581,2,1
2013,420,338485632837,1,6
2013,420,383500023977,2,6
2015,420,463636513921,1,9
2014,420,406984459813,1,3
2014,420,406594121333,1,3
2014,420,406697282217,1,3
2016,420,551610442917,2,1
2016,420,550280503953,2,1
2014,420,405529054909,1,3
2012,441,275445968317,1,19
2016,420,545100154697,2,1
2016,411,508528227253,1,9
2014,441,413224299229,2,9
2014,420,405877571409,1,9
2016,420,548395726721,2,1
2013,420,336690075829,1,6
2012,420,270968228325,1,9
2014,420,441086102305,2,9
2014,420,441035915929,2,1
2014,420,406780926177,1,3
2012,420,277693202709,1,9
2014,420,405565300625,1,6
2012,420,275005443461,1,6
2016,420,548855768501,2,1
2012,420,309681441145,2,9
2016,420,559417212517,2,1
2016,420,547562075253,2,1
2014,420,405986308557,1,3
2016,420,551448731261,2,1
2016,420,546784186425,2,1
2012,420,309806907085,2,6
2013,441,339263521665,2,9
2014,420,407302306861,1,9
2012,420,309684229277,2,10
2014,420,405060648733,1,9
2015,420,471563173197,2,9
2014,441,414735466773,2,1
2016,420,551928289965,2,1
2014,420,441228297037,2,6
2013,420,337520939165,1,9
2014,420,442123287409,2,9
2014,441,413762408705,2,1
2016,420,549892953605,2,1
2014,420,443085192949,2,9
2014,420,406379435169,1,9
2014,420,406655460237,1,3
2016,420,550252622633,2,1
2013,411,375896788013,2,6
2016,420,546664296749,2,1
2014,420,406792078705,1,9
2014,420,405258606105,1,3
2013,420,338432658329,1,9
2016,420,545401272953,2,20
2016,420,551535163353,2,1
2014,420,442014550261,2,9
2016,411,520703999697,2,1
2015,411,462565871233,1,6
2012,420,309753932577,2,3
2016,420,545189374921,2,1
2008,83,127047642617,2,9
2016,420,550985901349,2,1
2016,411,507577474241,1,1
2015,420,467102161997,1,9
2013,420,379415410597,2,6
2012,420,310225126885,2,9
2014,420,405534631173,1,3
2012,441,275443180185,1,10
2013,420,381093866061,2,3
2015,420,472196079161,2,1
2012,441,276538916061,1,9
2015,420,467369822669,1,9
2013,420,382934033181,2,6
2014,420,406719587273,1,3
2015,420,472711883581,2,1
2014,441,413787501893,2,9
2012,441,273692233289,1,9
2016,411,519265323585,2,1
2013,411,373270367669,2,9
2016,499,516903775781,2,9
2013,420,380792747805,2,6
2016,420,540689329873,2,1
2016,420,550615079793,2,1
2014,411,419974366801,2,6
2016,420,545041603925,2,1
2013,441,339291402985,2,9
2015,420,467367034537,1,10
2014,411,392193419553,1,6
2015,420,463711793485,1,9
2013,499,368990585049,2,10
2013,499,368809356469,2,9
2016,420,549734030081,2,1
2016,420,550866011673,2,1
2015,420,464835410681,1,10
2015,420,471697003533,2,9
2012,420,273466394597,1,6
2012,411,307213944325,2,6
2013,441,339076716821,2,10
2014,420,405849690089,1,3
2014,411,392285427909,1,3
2016,420,539872407197,2,1
2014,420,405055072469,1,9
2014,420,405431470289,1,3
2015,420,470988818005,2,9
2014,420,406856205741,1,9
2013,420,379538088405,2,9
2012,420,276867915637,1,6
2013,411,347831451301,1,6
2012,420,309890551045,2,9
2014,420,406987247945,1,6
2014,411,392173902629,1,9
2012,420,273881826265,1,6
2012,420,310227915017,2,6
2016,420,551560256541,2,1
2012,411,308331985257,2,3
2013,420,379418198729,2,6
2015,420,467113314525,1,9
2012,441,273695021421,1,9
2012,441,276611407493,1,9
2014,441,414551450061,2,10
2017,499,573435940213,2,1
2014,420,409379465201,1,6
2013,441,340289554241,2,9
2017,441,559445093837,1,1
2015,420,472789951277,2,9
2013,441,339439173981,2,1
2015,420,467857745769,1,9
2015,411,462635574533,1,9
2012,441,267396631233,1,13
2015,420,472134740257,2,1
2015,420,472770434353,2,1
2014,420,407107137621,1,3
2014,420,406376647037,1,3
2013,499,368770322621,2,10
2015,499,469039913737,2,9
2012,420,276962712125,1,10
2017,441,558352146093,1,1
2016,420,546898499837,2,1
2014,420,406892451457,1,9
2016,411,508932506393,1,1
2014,441,414378585877,2,9
2016,420,551178282457,2,1
2014,420,406925909041,1,9
2013,420,335987466565,1,10
2017,441,558257349605,1,1
2017,441,558262925869,1,1
2014,420,407031858057,1,3
2016,420,548164311765,2,1
2012,420,277603982485,1,9
2014,420,441030339665,2,1
2014,420,441072161645,2,9
2012,441,270009110917,1,19
2012,441,276023111641,1,9
2014,420,442600057981,2,9
2015,420,474036246281,2,1
2015,420,467277814313,1,9
2015,420,473988848037,2,1
2016,420,548655022997,2,1
2012,420,277436694565,1,9
2012,441,269429179461,1,9
2014,420,405255817973,1,3
2016,411,508452947689,1,9
2016,411,509529166641,1,1
2014,420,441869567397,2,9
2012,420,309871034121,2,6
2017,411,558131883665,1,10
2016,411,520826677505,2,1
2012,411,267600164869,1,9
2013,441,341519120453,2,1
2016,420,557613291113,2,1
2016,411,519572018105,2,1
2013,420,336681711433,1,9
2012,420,277029627293,1,9
2012,441,276541704193,1,10
2014,420,407330188181,1,3
2014,420,404581090029,1,3
2014,420,442034067185,2,9
2014,411,420013400649,2,3
2016,420,547043482701,2,1
2015,499,469463709801,2,1
2012,420,277294499833,1,9
2013,420,338081353697,1,3
2016,420,550606715397,2,1
2016,420,550311173405,2,1
2015,420,472012062449,2,9
2013,441,339082293085,2,1
2012,441,277553796109,1,9
2014,441,414749407433,2,1
2016,420,545172646129,2,1
2014,420,405905452729,1,10
2013,420,382931245049,2,9
2014,420,405777198657,1,10
2012,420,310230703149,2,9
2015,411,462593752553,1,1
2012,420,272239616517,1,10
2012,420,277467364017,1,6
2013,420,336414050761,1,10
2014,441,413235451757,2,9
2014,420,407274425541,1,3
2015,420,471989757393,2,9
2015,420,467347517613,1,1
2017,441,559576136041,1,1
2014,420,407254908617,1,9
2013,420,380045528429,2,3
2016,420,539749729389,2,1
2012,441,268771180309,1,10
2016,411,537494130601,2,1
2015,420,472207231689,2,1
2016,420,547824159661,2,1
2016,420,539850102141,2,1
2014,420,406711222877,1,3
2015,420,471908901565,2,1
2012,441,273410631957,1,9
2012,499,312550428973,2,19
2016,420,544266503229,2,1
2014,441,414216874221,2,9
2012,420,268347384245,1,6
2014,420,406148020213,1,9
2014,420,405490021061,1,1
2015,420,473169137229,2,9
2012,420,275320502377,1,3
2012,420,278610498137,1,9
2016,420,547785125813,2,1
2012,420,311095024069,2,6
2016,420,549025844553,2,1
2013,441,338967979673,2,1
2013,420,379080834757,2,9
2012,420,275312137981,1,3
2013,411,332103598689,1,9
2014,420,442075889165,2,3
2012,411,306834758373,2,6
2012,420,309608949713,2,9
2016,420,540591745253,2,1
2014,441,413765196837,2,9
2015,420,473810407589,2,10
2014,441,413740103649,2,10
2016,420,545989568805,2,1
2015,420,472154257181,2,1
2013,420,338117599413,1,6
2016,499,515328481201,2,1
2012,420,310082932153,2,9
2014,411,419754104373,2,10
2015,420,471457224181,2,1
2012,411,308131239753,2,9
2015,499,469065006925,2,9
2012,420,268746087121,1,9
2016,411,508957599581,1,1
2014,411,392171114497,1,6
2014,420,405607122605,1,6
2012,420,310194457433,2,9
2014,441,414582119513,2,9
2015,420,472346638289,2,10
2015,420,472126375861,2,9
2016,420,548928259933,2,1
2014,420,405347826329,1,9
2016,420,550804672769,2,1
2016,420,549385513581,2,1
2011,83,236203010417,2,9
2013,420,380678434393,2,9
2012,420,274525884757,1,10
2012,420,273892978793,1,3
2013,441,339188242101,2,9
2012,420,277790787329,1,9
2014,420,441055432853,2,3
2016,420,546954262477,2,1
2013,441,339285826721,2,1
2014,420,406895239589,1,3
2012,420,272922708857,1,9
2016,420,544286020153,2,1
2014,420,441822169153,2,9
2014,420,406273486153,1,6
2013,420,338993072861,1,9
2012,420,276959923993,1,3
2014,411,445031309085,2,6
2013,420,338084141829,1,3
2012,441,268121545553,1,9
2012,420,269041629113,1,9
2014,420,404954699717,1,10
2014,420,407132230809,1,9
2016,420,539894712253,2,1
2014,420,404569937501,1,6
2012,420,277902312609,1,9
2014,420,404859903229,1,9
2015,420,472109647069,2,1
2015,420,472157045313,2,3
2012,441,316403627397,2,9
2013,420,381085501665,2,3
2012,420,276251738465,1,3
2013,441,342241246641,2,10
2012,420,273948741433,1,9
2014,420,441666033761,2,1
2016,420,541916107953,2,1
2014,420,406680553425,1,9
2013,441,338468904045,2,10
2016,420,547810219001,2,1
2014,441,413901815305,2,9
2014,411,392157173837,1,6
2016,420,544241410041,2,10
2015,420,471164470321,2,9
2015,420,463717369749,1,1
2013,441,347427172161,2,10
2014,420,441214356377,2,9
2016,499,515295023617,2,9
2012,420,309901703573,2,6
2012,420,272889251273,1,9
2012,441,271966379581,1,9
2012,420,277372567529,1,9
2012,420,273957105829,1,3
2012,441,272582556753,1,9
2014,411,392198995817,1,3
2016,420,550815825297,2,20
2014,420,407257696749,1,9
2016,420,547422668653,2,1
2012,420,277539855449,1,6
2012,420,310200033697,2,6
2013,441,339249581005,2,9
2012,441,271907828809,1,1
2013,441,339913156421,2,1
2015,420,473757433081,2,1
2016,420,544272079493,2,1
2012,441,273313047337,1,9
2016,420,544252562569,2,1
2014,420,441208780113,2,10
2016,411,508132312509,1,9
2016,420,551747061385,2,1
2012,420,310202821829,2,3
2016,420,551412485545,2,1
2016,411,508500345933,1,1
2013,411,373365164157,2,6
2016,411,509788462917,1,1
2014,420,407723314793,1,3
2014,411,392176690761,1,6
2012,441,278250829109,1,3
2016,420,541313871441,2,1
2014,420,441225508905,2,9
2012,420,311106176597,2,9
2012,420,267335292329,1,10
2014,420,406920332777,1,9
2012,420,277679262049,1,6
2015,420,472212807953,2,1
2012,499,312597827217,2,1
2012,420,310595948441,2,10
2013,420,338053472377,1,6
2014,420,405540207437,1,9
2016,420,542158675437,2,1
2016,420,544564833353,2,1
2013,420,380023223373,2,9
2013,441,341516332321,2,1
2015,420,474064127601,2,9
2015,420,473592933293,2,1
2014,420,406889663325,1,9
2016,420,548646658601,2,1
2013,420,380873603633,2,3
2015,420,470991606137,2,1
2012,420,277350262473,1,3
2012,420,277874431289,1,6
2016,420,547955201865,2,1
2013,420,337523727297,1,9
2016,420,551203375645,2,1
2012,420,268325079189,1,9
2014,441,414554238193,2,9
2013,441,346992223569,2,99
2014,420,406747468593,1,10
2012,420,268082511705,1,6
2015,420,471864291453,2,1
2013,420,337771871045,1,3
2015,420,471928418489,2,1
2014,420,442017338393,2,9
2013,411,332206759573,1,6
2016,420,552842797261,2,1
2016,411,508564472969,1,1
2013,411,331794116037,1,9
2016,420,564435850117,2,1
2015,420,472000909921,2,1
2012,420,310233491281,2,6
2013,420,382758380865,2,9
2016,420,549667114913,2,1
2013,420,338948462749,1,3
2014,420,406669400897,1,6
2015,420,471398673409,2,9
2013,420,382750016469,2,9
2016,420,561307566013,2,1
2014,441,413238239889,2,9
2017,441,557560316605,1,1
2014,411,401592212525,1,6
2015,420,471869867717,2,1
2012,420,277422753905,1,6
2014,420,405283699293,1,6
2013,420,379540876537,2,9
2016,420,550651325509,2,1
2012,420,273209886453,1,9
2012,420,311111752861,2,10
2013,420,335633373801,1,3
2013,420,379381953013,2,6
2012,420,272931073253,1,6
2012,420,277433906433,1,9
2016,420,551010994537,2,1
2015,420,471404249673,2,1
2017,441,573293745481,1,1
2016,420,539752517521,2,1
2015,420,471702579797,2,9
2014,420,404291124301,1,9
2014,420,407377586425,1,3
2016,420,547383634805,2,1
2013,420,380048316561,2,6
2016,420,545194951185,2,1
2014,411,392274275381,1,6
2012,420,277291711701,1,9
2015,420,474033458149,2,9
2013,441,340214274677,2,9
2014,411,420255968133,2,9
2014,420,406641519577,1,9
2016,420,548936624329,2,1
2014,441,414771712489,2,9
2014,420,442923481293,2,3
2013,420,336659406377,1,9
2013,411,337105507497,1,6
2016,420,539755305653,2,1
2014,420,407263273013,1,9
2013,441,339812783669,2,10
2016,420,551660629293,2,1
2017,441,558307535981,1,1
2014,420,406596909465,1,6
2014,420,407037434321,1,9
2013,420,334908459481,1,6
2014,420,441270119017,2,9
2016,420,540683753609,2,1
2013,420,379766715229,2,6
2016,420,544238621909,2,1
2016,411,507914838213,1,1
2014,411,392235241533,1,9
2012,411,269245162749,1,9
2014,441,413899027173,2,9
2016,420,544592714673,2,1
2016,420,551733120725,2,1
2012,420,277470152149,1,6
2012,420,310275313261,2,9
2012,420,274955257085,1,6
2015,420,467291754973,1,1
2015,420,473774161873,2,1
2016,420,548905954877,2,1
2012,420,275016595989,1,9
2016,420,547748880097,2,1
2013,420,379819689737,2,3
2015,411,471203504169,2,1
2014,420,442337973573,2,9
2016,420,547235863809,2,1
2012,499,312583886557,2,9
2016,441,514090550593,1,1
2014,420,407199145977,1,6
2013,420,337493057845,1,6
2016,420,551616019181,2,1
2014,420,406886875193,1,3
2016,420,550461732533,2,1
2015,411,473342001413,2,1
2016,420,539758093785,2,1
2016,411,520804372449,2,1
2015,420,471175622849,2,9
2015,420,467099373865,1,9
2014,441,414381374009,2,1
2013,441,340585096233,2,10
2014,499,416793108189,2,1
2012,420,311173091765,2,6
2013,411,332237429025,1,2
2014,420,441716220137,2,3
2014,411,401818051217,1,9
2014,420,442181838181,2,3
2012,420,277049144217,1,5
2014,420,441557296613,2,3
2016,420,552073272829,2,1
2013,420,345921580881,1,3
2014,420,442036855317,2,3
2016,420,545256290089,2,1
2014,441,413229875493,2,9
2015,420,471683062873,2,1
2014,420,406256757361,1,3
2012,420,277905100741,1,9
2016,420,550785155845,2,1
2015,420,473821560117,2,1
2016,420,548858556633,2,1
2012,420,278395811973,1,3
2012,441,277481304677,1,9
2012,420,272010989693,1,9
2016,420,552711755057,2,1
2013,420,338078565565,1,6
2014,411,392182267025,1,1
2015,420,471925630357,2,1
2016,420,547313931505,2,1
2008,83,128243751245,2,9
2017,441,558315900377,1,1
2014,420,406853417609,1,6
2014,420,407355281369,1,3
2017,441,564728603977,1,1
2015,420,474022305621,2,1
2015,420,471454436049,2,1
2013,420,337222609041,1,9
2012,420,269030476585,1,6
2015,420,472792739409,2,9
2013,420,383271397153,2,6
2014,420,405038343677,1,3
2017,441,573031661073,1,1
2012,420,309843152801,2,6
2014,420,405063436865,1,3
2013,420,380120807993,2,6
2016,411,510783826041,1,1
2013,420,336497694721,1,3
2016,420,552527738345,2,1
2014,420,405568088757,1,3
2016,420,548167099897,2,1
2012,420,272905980065,1,9
2014,420,405579241285,1,10
2014,420,407307883125,1,6
2016,420,547308355241,2,1
2012,420,309695381805,2,6
2017,411,555823310369,1,1
2012,411,273182005133,1,6
2017,411,555728513881,1,1
2013,420,336653830113,1,9
2012,441,277520338525,1,9
2014,420,406990036077,1,9
2015,420,472003698053,2,1
2013,420,336684499565,1,9
2013,420,338705895265,1,9
2012,420,276285196049,1,6
2012,441,270078814217,1,9
2016,420,550882740465,2,1
2014,420,405908240861,1,9
2013,420,335625009405,1,6
2014,420,406306943737,1,3
2016,420,550378088573,2,1
2014,411,392229665269,1,6
2014,420,407157323997,1,6
2012,420,309611737845,2,9
2014,420,406783714309,1,9
2014,420,405911028993,1,6
2013,420,379543664669,2,10
2015,420,463625361393,1,3
2015,420,475207261721,2,1
2014,411,392221300873,1,5
2014,411,392154385705,1,9
2016,420,550124368561,2,1
2017,441,561446972613,1,1
2017,441,563761122173,1,1
2014,420,407586696325,1,9
2014,411,419729011185,2,21
2012,441,278172761413,1,10
2014,441,413767984969,2,1
2014,411,401383102625,1,6
2013,420,339057199897,1,6
2012,441,272080692993,1,19
2014,411,392207360213,1,10
2014,420,407277213673,1,3
2012,420,267524885305,1,9
2016,411,508834921773,1,1
2016,420,547182889301,2,1
2014,420,406694494085,1,9
2016,420,539875195329,2,1
2016,420,544316689605,2,1
2014,420,406396163961,1,3
2014,420,406022554273,1,1
2014,420,406245604833,1,6
2016,420,547818583397,2,1
2015,411,471468376709,2,1
2016,420,540650296025,2,1
2012,420,273901343189,1,9
2014,420,407118290149,1,3
2012,420,309904491705,2,9
2013,420,382928456917,2,6
2016,420,556029632137,2,1
2014,411,392168326365,1,6
2014,411,403089439409,1,2
2017,411,560462762017,1,1
2017,441,560429304433,1,1
2012,441,276276831653,1,10
2013,441,338460539649,2,9
2013,411,332778326633,1,9
2015,420,463633725789,1,10
2016,420,547051847097,2,1
2014,420,441838897945,2,9
2013,441,339191030233,2,1
2014,420,407243756089,1,9
2012,420,309935161157,2,6
2010,83,41828388037,2,10
2010,83,204540983425,2,4
2013,441,368692254925,1,10
2015,420,464729461665,1,9
2012,420,268425451941,1,9
2012,420,277590041825,1,9
2014,441,414732678641,2,9
2012,499,313239097577,2,9
2013,420,336614796265,1,3
2015,420,468142135233,1,1
2014,411,392196207685,1,6
2014,420,407358069501,1,6
2012,420,277648592597,1,6
2013,420,336369440649,1,1
2012,420,309606161581,2,9
2016,420,551133672345,2,1
2012,441,277944134589,1,9
2014,420,405124775769,1,9
2016,420,540745092513,2,1
2013,441,339177089573,2,9
2014,441,414707585453,2,1
2014,420,407567179401,1,6
2016,420,551557468409,2,1
2014,420,405517902381,1,10
2013,411,374310340905,2,9
2013,420,344778446761,1,9
2013,420,336366652517,1,10
2014,420,406259545493,1,3
2013,420,379379164881,2,6
2012,420,277024051029,1,9
2016,420,545220044373,2,1
2017,441,558374451149,1,1
2016,499,515289447353,2,10
2013,441,339179877705,2,9
2016,420,546630839165,2,1
2013,420,379451656313,2,3
2016,420,550096487241,2,1
2015,420,473771373741,2,1
2012,420,272858581821,1,9
2009,83,164706941541,2,19
2008,83,127022549429,2,9
2013,420,380575273509,2,9
2016,420,550891104861,2,1
2014,420,409527236197,1,6
2012,420,271439422633,1,5
2014,420,406047647461,1,9
2015,420,472210019821,2,1
2010,83,203464764473,2,9
2016,420,551512858297,2,1
2016,420,545111307225,2,1
2014,420,405796715581,1,3
2013,420,379420986861,2,3
2014,420,407182417185,1,3
2012,420,276020323509,1,3
2016,411,512674179537,1,1
2016,420,550163402409,2,1
2014,420,441548932217,2,1
2013,420,380697951317,2,9
2016,420,548883649821,2,1
2012,499,312017895761,2,9
2012,420,278998048485,1,6
2015,420,467110526393,1,9
2015,411,471209080433,2,1
2016,420,550751698261,2,1
2016,420,549293505225,2,1
2016,420,539760881917,2,1
2013,411,376443261885,2,2
2016,420,552577924721,2,1
2014,420,441663245629,2,3
2009,83,46989220369,2,9
2015,411,471426554729,2,9
2013,420,336335983065,1,9
2015,420,471978604865,2,1
2015,420,471758342437,2,1
2016,420,544994205681,2,1
2012,420,273706173949,1,9
2008,83,125023458785,2,10
2014,420,441127924285,2,3
2013,441,339085081217,2,9
2014,441,413372070225,2,1
2013,441,340217062809,2,9
2015,420,465802892485,1,10
2014,441,414699221057,2,9
2016,420,551122519817,2,1
2014,420,405467716005,1,6
2013,411,332240217157,1,6
2017,441,572683144573,1,1
2013,441,339829512461,2,9
2014,420,446093587377,2,9
2014,411,404093166929,1,1
2012,441,276368840009,1,10
2013,420,341870425085,1,9
2015,420,464277784281,1,1
2013,420,336489330325,1,6
2013,420,336492118457,1,6
2013,420,336494906589,1,1
2017,441,563889376245,1,1
2014,420,406028130537,1,1
2014,420,406362706377,1,3
2016,420,548440336833,2,1
2014,411,444426284441,2,6
2012,441,278206218997,1,9
