aluno_id,ano_letivo__ano,periodo_letivo,situacao_id
127538353849,2009,2,10
173924505933,2009,2,11
167062913081,2009,2,11
172639177081,2009,2,10
126308787637,2009,2,11
126841320849,2009,2,10
21137660465,2009,2,16
131076493357,2009,2,10
173118735785,2009,2,11
127083888333,2009,2,11
163881654469,2009,2,11
43582123065,2009,2,11
125065280765,2009,2,12
125734432445,2009,2,11
164534077357,2009,2,11
127039278221,2009,2,12
62103683941,2009,2,11
61250515549,2009,2,11
46989220369,2009,2,11
50636097025,2009,2,11
36779080985,2009,2,11
167143768909,2009,2,16
126105254001,2009,2,11
4774113757,2009,2,4
28372863005,2009,2,11
164642814505,2009,2,16
89014734005,2009,2,16
37980765877,2009,2,11
165721821589,2009,2,11
125734432445,2010,1,11
127075523937,2010,1,15
46724347829,2010,1,11
164536865489,2010,1,15
127203778009,2010,1,16
127089464597,2010,1,11
62103683941,2010,1,15
41820023641,2010,1,11
169059215593,2010,1,11
125065280765,2010,1,12
175209834785,2010,1,11
42109989369,2010,1,11
167626115745,2010,1,3
130945451153,2010,1,11
176826951345,2010,1,15
127039278221,2010,1,10
50139809529,2010,1,11
126105254001,2010,1,3
162944842117,2010,1,10
123607087729,2010,1,3
173118735785,2010,1,3
164534077357,2010,1,11
167584293765,2010,1,11
126261389393,2010,1,11
61250515549,2010,1,11
167062913081,2010,1,11
165721821589,2010,1,11
167628903877,2010,1,11
164709729673,2010,1,11
46989220369,2010,1,16
165719033457,2010,1,11
43582123065,2010,1,16
50636097025,2010,1,11
19824450293,2010,1,10
173924505933,2010,1,11
41663888249,2010,1,11
164706941541,2010,1,11
164642814505,2010,1,15
165844499397,2010,1,15
89014734005,2010,1,15
37980765877,2010,1,11
128779072589,2010,1,16
21137660465,2010,1,15
126841320849,2010,1,16
28372863005,2010,1,11
127538353849,2010,1,10
26591246657,2010,1,11
162953206513,2010,1,15
190881924757,2010,1,18
14284432009,2010,1,11
12260248177,2010,1,11
163881654469,2010,1,11
177886441505,2010,1,15
169257172965,2010,1,15
36779080985,2010,1,10
122868232749,2010,1,16
127083888333,2010,1,11
127047642617,2010,1,11
167143768909,2010,1,15
126308787637,2010,1,16
176659663425,2010,1,15
125993728721,2010,1,11
131076493357,2010,1,10
168094521921,2010,1,11
163870501941,2010,1,15
167062913081,2010,2,11
169059215593,2010,2,11
316406415529,2010,2,11
201256563929,2010,2,11
125993728721,2010,2,11
202424791237,2010,2,11
205466643249,2010,2,11
36779080985,2010,2,16
167628903877,2010,2,11
203250078309,2010,2,11
209049392869,2010,2,11
164706941541,2010,2,11
123607087729,2010,2,11
167626115745,2010,2,3
323011500237,2010,2,11
203356027325,2010,2,11
32900789373,2010,2,4
206185981305,2010,2,11
46724347829,2010,2,11
320741960789,2010,2,11
204992660809,2010,2,11
12907094801,2010,2,11
131076493357,2010,2,10
210039179729,2010,2,11
204446186937,2010,2,16
162944842117,2010,2,3
203364391721,2010,2,11
127083888333,2010,2,11
205469431381,2010,2,11
203715696353,2010,2,4
201833707253,2010,2,11
173924505933,2010,2,11
43582123065,2010,2,15
205112550485,2010,2,11
46989220369,2010,2,15
557560316605,2010,2,10
61250515549,2010,2,11
127047642617,2010,2,16
203551196565,2010,2,11
368692254925,2010,2,11
205279838405,2010,2,11
28372863005,2010,2,11
316467754433,2010,2,11
168094521921,2010,2,11
203927594385,2010,2,4
15257490077,2010,2,4
19824450293,2010,2,3
41663888249,2010,2,11
204794703437,2010,2,16
164709729673,2010,2,11
14284432009,2010,2,10
320744748921,2010,2,11
165719033457,2010,2,11
204064212853,2010,2,11
316403627397,2010,2,11
206166464381,2010,2,4
126261389393,2010,2,11
172639177081,2010,2,16
130945451153,2010,2,11
316400839265,2010,2,11
204343026053,2010,2,11
37980765877,2010,2,10
18265884505,2010,2,11
175209834785,2010,2,11
123760434989,2010,2,11
167584293765,2010,2,11
126105254001,2010,2,16
205115338617,2010,2,11
50636097025,2010,2,11
127039278221,2010,2,11
125065280765,2010,2,15
172664270269,2010,2,11
165721821589,2010,2,11
204934110037,2010,2,11
203464764473,2010,2,11
71733891869,2010,2,4
163881654469,2010,2,11
128779072589,2010,2,16
125734432445,2010,2,11
41828388037,2010,2,10
190881924757,2010,2,15
126841320849,2010,2,16
206303082849,2010,2,11
314978891945,2010,2,11
127538353849,2010,2,10
26591246657,2010,2,11
122868232749,2010,2,15
127203778009,2010,2,15
316398051133,2010,2,11
127089464597,2010,2,3
50139809529,2010,2,11
206172040645,2010,2,16
207808674129,2010,2,11
12260248177,2010,2,11
42109989369,2010,2,11
198092034109,2010,2,11
164534077357,2010,2,11
59714254817,2010,2,11
41820023641,2010,2,11
204540983425,2010,2,11
204256593961,2010,2,11
553765668953,2010,2,11
126308787637,2010,2,15
203425730625,2010,2,11
316395263001,2010,2,11
203425730625,2011,1,11
28372863005,2011,1,11
206172040645,2011,1,15
203364391721,2011,1,11
173924505933,2011,1,10
201256563929,2011,1,11
316395263001,2011,1,12
553765668953,2011,1,11
123607087729,2011,1,10
123760434989,2011,1,11
204446186937,2011,1,4
172639177081,2011,1,15
41820023641,2011,1,11
202424791237,2011,1,10
126105254001,2011,1,11
222245621625,2011,1,11
127039278221,2011,1,11
209049392869,2011,1,11
210039179729,2011,1,11
172664270269,2011,1,11
198092034109,2011,1,11
207808674129,2011,1,4
164706941541,2011,1,11
12260248177,2011,1,11
42109989369,2011,1,11
131076493357,2011,1,11
36779080985,2011,1,3
169059215593,2011,1,11
167628903877,2011,1,11
205279838405,2011,1,11
320741960789,2011,1,11
314978891945,2011,1,12
126841320849,2011,1,3
201833707253,2011,1,11
206303082849,2011,1,11
59714254817,2011,1,11
316406415529,2011,1,12
165721821589,2011,1,11
128779072589,2011,1,16
127538353849,2011,1,11
12907094801,2011,1,3
557560316605,2011,1,11
204934110037,2011,1,11
167062913081,2011,1,11
175209834785,2011,1,11
204992660809,2011,1,11
316400839265,2011,1,12
204064212853,2011,1,4
203551196565,2011,1,10
50636097025,2011,1,11
125993728721,2011,1,11
203250078309,2011,1,11
316403627397,2011,1,12
203464764473,2011,1,10
125734432445,2011,1,11
204256593961,2011,1,10
14284432009,2011,1,11
126261389393,2011,1,11
165719033457,2011,1,11
26591246657,2011,1,11
164709729673,2011,1,10
368692254925,2011,1,11
320744748921,2011,1,11
130945451153,2011,1,11
206185981305,2011,1,11
41828388037,2011,1,4
167584293765,2011,1,11
205115338617,2011,1,11
127047642617,2011,1,15
19824450293,2011,1,11
46724347829,2011,1,11
204794703437,2011,1,15
203356027325,2011,1,11
163881654469,2011,1,10
316467754433,2011,1,12
204343026053,2011,1,11
205112550485,2011,1,11
61250515549,2011,1,11
204540983425,2011,1,11
167626115745,2011,1,15
164534077357,2011,1,11
162944842117,2011,1,3
205466643249,2011,1,11
205469431381,2011,1,4
37980765877,2011,1,3
127089464597,2011,1,16
168094521921,2011,1,11
41663888249,2011,1,3
50139809529,2011,1,11
323011500237,2011,1,11
127083888333,2011,1,11
18265884505,2011,1,16
173118735785,2011,1,16
198092034109,2011,2,11
235196494765,2011,2,11
41820023641,2011,2,11
59714254817,2011,2,11
418281970677,2011,2,11
237223466729,2011,2,16
164534077357,2011,2,11
165719033457,2011,2,11
418284758809,2011,2,10
204343026053,2011,2,11
41663888249,2011,2,11
14284432009,2011,2,11
510031030401,2011,2,10
24020588953,2011,2,11
235932561613,2011,2,4
126261389393,2011,2,11
125993728721,2011,2,11
236197434153,2011,2,11
208026148425,2011,2,16
164709729673,2011,2,11
167628903877,2011,2,11
240887072177,2011,2,16
173924505933,2011,2,11
205279838405,2011,2,11
381696102573,2011,2,11
203364391721,2011,2,11
19824450293,2011,2,11
196742578221,2011,2,16
237259712445,2011,2,11
235347053893,2011,2,10
239108243961,2011,2,11
557560316605,2011,2,11
39204755825,2011,2,11
320744748921,2011,2,11
128779072589,2011,2,16
168094521921,2011,2,11
236445577901,2011,2,4
130945451153,2011,2,11
234783851229,2011,2,11
61841599533,2011,2,11
18265884505,2011,2,15
127089464597,2011,2,11
175209834785,2011,2,11
203356027325,2011,2,11
50240182281,2011,2,16
123760434989,2011,2,11
234677902213,2011,2,11
238756939329,2011,2,11
84093681025,2011,2,11
50636097025,2011,2,11
28372863005,2011,2,11
368692254925,2011,2,11
205115338617,2011,2,11
408821838801,2011,2,10
167584293765,2011,2,16
205466643249,2011,2,11
236024569969,2011,2,10
236203010417,2011,2,16
233629564581,2011,2,4
27137720529,2011,2,16
162944842117,2011,2,3
407319035653,2011,2,10
236490188013,2011,2,4
172664270269,2011,2,11
126105254001,2011,2,11
204223136377,2011,2,16
127039278221,2011,2,16
61250515549,2011,2,11
205112550485,2011,2,11
314426841809,2011,2,10
510033818533,2011,2,11
203551196565,2011,2,11
204934110037,2011,2,11
241915892885,2011,2,16
204540983425,2011,2,11
203464764473,2011,2,11
163881654469,2011,2,11
56544148733,2011,2,11
169059215593,2011,2,11
206303082849,2011,2,11
203503798321,2011,2,11
201833707253,2011,2,11
131076493357,2011,2,11
217477915905,2011,2,11
127083888333,2011,2,11
173118735785,2011,2,15
165721821589,2011,2,11
125734432445,2011,2,11
239955836089,2011,2,10
553765668953,2011,2,11
126841320849,2011,2,3
73275728865,2011,2,16
239640777173,2011,2,11
278772209793,2011,2,16
238915862853,2011,2,11
210039179729,2011,2,11
12907094801,2011,2,3
127538353849,2011,2,11
165166983321,2011,2,11
249510764453,2011,2,11
204992660809,2011,2,11
238221617985,2011,2,11
222245621625,2011,2,11
204256593961,2011,2,11
206185981305,2011,2,10
320741960789,2011,2,11
46724347829,2011,2,11
407316247521,2011,2,12
237655627189,2011,2,4
24107021045,2011,2,4
203250078309,2011,2,11
323011500237,2011,2,11
309806907085,2011,2,18
167062913081,2011,2,11
26591246657,2011,2,11
50139809529,2011,2,11
81854811029,2011,2,11
236487399881,2011,2,12
203425730625,2011,2,11
337133388817,2011,2,11
201256563929,2011,2,11
225942684657,2011,2,11
166477405361,2011,2,16
407321823785,2011,2,10
123607087729,2011,2,11
238993930549,2011,2,10
165164195189,2011,2,11
209049392869,2011,2,11
164706941541,2011,2,11
202424791237,2011,2,11
42109989369,2011,2,11
12260248177,2011,2,11
36779080985,2011,2,3
277553796109,2012,1,18
268380841829,2012,1,18
271729388361,2012,1,12
274952468953,2012,1,11
127089464597,2012,1,16
237223466729,2012,1,15
272395751909,2012,1,4
275445968317,2012,1,11
277481304677,2012,1,11
268489578977,2012,1,12
276957135861,2012,1,18
271927345733,2012,1,11
276823305525,2012,1,12
274171791993,2012,1,11
268785120969,2012,1,11
277969227777,2012,1,4
271910616941,2012,1,11
276095603073,2012,1,18
275680171405,2012,1,12
267747935865,2012,1,11
275928315153,2012,1,11
277556584241,2012,1,11
267536037833,2012,1,18
275281468529,2012,1,11
278250829109,2012,1,11
277453423357,2012,1,11
472360578949,2012,1,11
268999807133,2012,1,11
267686596961,2012,1,11
203250078309,2012,1,11
273895766925,2012,1,11
276379992537,2012,1,11
268748875253,2012,1,11
269348323633,2012,1,4
276536127929,2012,1,11
274757299713,2012,1,10
271654108797,2012,1,11
268143850609,2012,1,11
203551196565,2012,1,11
274135546277,2012,1,11
277353050605,2012,1,11
267357597385,2012,1,11
277397660717,2012,1,12
277935770193,2012,1,11
277896736345,2012,1,12
274629045641,2012,1,11
273692233289,2012,1,11
273697809553,2012,1,11
126105254001,2012,1,11
274372537497,2012,1,12
274456181457,2012,1,12
273711750213,2012,1,10
275443180185,2012,1,12
277771270405,2012,1,11
276006382849,2012,1,4
277835397441,2012,1,11
167062913081,2012,1,11
81854811029,2012,1,15
276368840009,2012,1,18
276711780245,2012,1,11
165164195189,2012,1,11
273862309341,2012,1,10
277012898501,2012,1,18
276382780669,2012,1,12
278172761413,2012,1,11
278275922297,2012,1,11
277208067741,2012,1,12
277539855449,2012,1,10
205466643249,2012,1,11
277344686209,2012,1,11
125993728721,2012,1,11
276371628141,2012,1,18
276589102437,2012,1,18
275763815365,2012,1,12
276959923993,2012,1,10
271737752757,2012,1,12
275314926113,2012,1,12
277548219845,2012,1,10
269077874829,2012,1,4
275780544157,2012,1,11
272164336953,2012,1,18
275234070285,2012,1,12
277461787753,2012,1,11
271269346581,2012,1,12
267775817185,2012,1,12
278156032621,2012,1,11
274380901893,2012,1,11
272027718485,2012,1,11
272925496989,2012,1,11
267335292329,2012,1,10
267343656725,2012,1,16
274534249153,2012,1,11
168094521921,2012,1,11
273929224509,2012,1,11
272908768197,2012,1,10
271681990117,2012,1,11
272905980065,2012,1,10
173924505933,2012,1,11
278395811973,2012,1,12
274891130049,2012,1,11
273856733077,2012,1,12
278733175945,2012,1,12
273892978793,2012,1,10
273945953301,2012,1,11
270968228325,2012,1,11
274414359477,2012,1,11
279000836617,2012,1,12
276985017181,2012,1,18
175209834785,2012,1,10
272710810825,2012,1,11
272593709281,2012,1,10
276276831653,2012,1,12
267527673437,2012,1,12
273695021421,2012,1,12
277366991265,2012,1,11
167584293765,2012,1,15
205115338617,2012,1,11
268955197021,2012,1,11
271974743977,2012,1,4
276299136709,2012,1,11
203503798321,2012,1,11
267396631233,2012,1,11
204223136377,2012,1,15
276708992113,2012,1,11
273932012641,2012,1,12
277431118301,2012,1,12
278880946941,2012,1,11
273879038133,2012,1,11
276859551241,2012,1,12
269038840981,2012,1,12
277584465561,2012,1,4
269958924541,2012,1,11
203464764473,2012,1,16
272398540041,2012,1,11
268425451941,2012,1,11
268581587333,2012,1,11
269953348277,2012,1,12
274885553785,2012,1,12
269002595265,2012,1,11
273720114609,2012,1,12
268946832625,2012,1,12
125734432445,2012,1,11
275005443461,2012,1,10
277029627293,2012,1,10
268969137681,2012,1,12
273176428869,2012,1,11
275434815789,2012,1,12
278613286269,2012,1,4
276393933197,2012,1,18
272588133017,2012,1,11
278002685361,2012,1,11
277787999197,2012,1,10
268325079189,2012,1,12
50139809529,2012,1,11
267616893661,2012,1,11
277960863381,2012,1,11
272022142221,2012,1,10
278105846245,2012,1,10
270965440193,2012,1,11
407321823785,2012,1,10
273168064473,2012,1,11
272077904861,2012,1,12
273218250849,2012,1,12
277645804465,2012,1,12
271734964625,2012,1,10
42109989369,2012,1,11
268562070409,2012,1,12
273221038981,2012,1,11
275549129201,2012,1,12
268277680945,2012,1,11
274155063201,2012,1,11
269493306497,2012,1,12
237259712445,2012,1,11
24020588953,2012,1,11
275769391629,2012,1,11
277392084453,2012,1,10
268288833473,2012,1,11
278998048485,2012,1,10
274949680821,2012,1,11
267444029477,2012,1,11
276017535377,2012,1,11
269091815489,2012,1,18
269225645825,2012,1,11
270115059933,2012,1,12
277662533257,2012,1,11
268082511705,2012,1,10
277517550393,2012,1,11
277458999621,2012,1,11
169059215593,2012,1,11
267722842677,2012,1,12
276594678701,2012,1,11
273552826689,2012,1,11
277762906009,2012,1,18
267321351669,2012,1,11
277595618089,2012,1,11
272858581821,2012,1,11
267870613673,2012,1,11
276862339373,2012,1,11
278011049757,2012,1,12
278261981637,2012,1,11
277314016757,2012,1,18
277829821177,2012,1,12
277676473917,2012,1,4
276472000893,2012,1,4
275457120845,2012,1,12
274180156389,2012,1,10
272919920725,2012,1,11
164706941541,2012,1,11
267382690573,2012,1,12
274640198169,2012,1,11
274163427597,2012,1,11
162944842117,2012,1,16
123607087729,2012,1,11
209049392869,2012,1,11
278914404525,2012,1,12
276614195625,2012,1,12
269016535925,2012,1,11
277615135013,2012,1,11
273446877673,2012,1,11
275986865925,2012,1,12
46724347829,2012,1,11
249510764453,2012,1,16
268168943797,2012,1,11
275306561717,2012,1,12
271743329021,2012,1,11
238915862853,2012,1,11
277832609309,2012,1,11
276962712125,2012,1,11
268545341617,2012,1,11
272080692993,2012,1,11
275245222813,2012,1,11
276583526173,2012,1,11
277634651937,2012,1,11
276538916061,2012,1,12
278189490205,2012,1,11
270538855997,2012,1,10
267338080461,2012,1,11
277350262473,2012,1,12
278292651089,2012,1,11
277336321813,2012,1,11
277333533681,2012,1,18
277024051029,2012,1,11
241915892885,2012,1,15
277450635225,2012,1,11
276265679125,2012,1,18
61250515549,2012,1,11
277902312609,2012,1,10
275462697109,2012,1,11
277849338101,2012,1,12
274464545853,2012,1,11
28372863005,2012,1,11
268124333685,2012,1,11
268369689301,2012,1,12
276285196049,2012,1,10
276388356933,2012,1,12
273700597685,2012,1,12
61841599533,2012,1,11
269055569773,2012,1,11
276912525749,2012,1,12
270806516669,2012,1,12
272889251273,2012,1,12
272702446429,2012,1,11
19824450293,2012,1,16
268115969289,2012,1,10
272668988845,2012,1,10
274955257085,2012,1,11
169915172117,2012,1,16
273190369529,2012,1,12
240887072177,2012,1,15
277433906433,2012,1,11
277378143793,2012,1,11
271893888149,2012,1,10
276296348577,2012,1,11
277932982061,2012,1,10
274754511581,2012,1,11
165719033457,2012,1,11
274946892689,2012,1,10
276287984181,2012,1,12
275917162625,2012,1,18
274174580125,2012,1,11
274539825417,2012,1,12
277843761837,2012,1,11
276170882637,2012,1,11
273458030201,2012,1,12
273840004285,2012,1,12
268746087121,2012,1,12
320744748921,2012,1,11
275420875129,2012,1,10
277587253693,2012,1,11
278744328473,2012,1,11
276856763109,2012,1,12
276474789025,2012,1,4
126261389393,2012,1,11
272596497413,2012,1,12
271899464413,2012,1,11
510031030401,2012,1,10
267839944221,2012,1,11
273332564261,2012,1,11
275317714245,2012,1,11
268849248005,2012,1,12
14284432009,2012,1,11
269345535501,2012,1,18
267524885305,2012,1,11
239108243961,2012,1,11
269022112189,2012,1,11
277021262897,2012,1,12
271732176493,2012,1,18
273310259205,2012,1,11
267806486637,2012,1,4
277520338525,2012,1,11
277966439645,2012,1,11
267480275193,2012,1,12
277007322237,2012,1,10
269546281005,2012,1,12
276792636073,2012,1,12
268994230869,2012,1,12
268272104681,2012,1,12
278147668225,2012,1,11
278242464713,2012,1,11
276697839585,2012,1,11
50240182281,2012,1,15
268121545553,2012,1,11
277592829957,2012,1,12
273444089541,2012,1,10
273215462717,2012,1,11
269245162749,2012,1,11
277567736769,2012,1,23
275312137981,2012,1,12
276706203981,2012,1,12
273318623601,2012,1,11
238756939329,2012,1,15
277475728413,2012,1,10
277523126657,2012,1,18
272083481125,2012,1,12
273151335681,2012,1,11
278735964077,2012,1,12
276156941977,2012,1,11
276577949909,2012,1,11
267600164869,2012,1,16
276873491901,2012,1,11
201833707253,2012,1,16
273954317697,2012,1,11
277643016333,2012,1,11
268548129749,2012,1,11
268631773709,2012,1,10
278593769345,2012,1,11
269429179461,2012,1,3
127083888333,2012,1,11
274531461021,2012,1,12
277578889297,2012,1,11
276023111641,2012,1,12
277668109521,2012,1,10
277673685785,2012,1,11
275459908977,2012,1,11
269501670893,2012,1,12
277682050181,2012,1,12
278886523205,2012,1,12
278175549545,2012,1,12
268879917457,2012,1,11
275091875553,2012,1,10
278772209793,2012,1,16
277439482697,2012,1,11
277768482273,2012,1,11
277698778973,2012,1,12
274537037285,2012,1,11
268606680521,2012,1,11
274712689601,2012,1,11
272242404649,2012,1,10
271612286817,2012,1,11
275613256237,2012,1,12
275933891417,2012,1,11
210039179729,2012,1,11
278284286693,2012,1,12
277737812821,2012,1,11
270962652061,2012,1,11
276600254965,2012,1,11
272186642009,2012,1,10
12907094801,2012,1,3
277905100741,2012,1,11
204992660809,2012,1,11
278289862957,2012,1,11
274525884757,2012,1,4
271896676281,2012,1,12
278878158809,2012,1,12
272744268409,2012,1,11
274701537073,2012,1,11
277765694141,2012,1,11
275551917333,2012,1,11
277721084029,2012,1,12
206185981305,2012,1,16
273123454361,2012,1,11
276533339797,2012,1,11
276987805313,2012,1,12
274927375765,2012,1,12
276251738465,2012,1,10
268821366685,2012,1,11
206303082849,2012,1,11
273463606465,2012,1,12
271007262173,2012,1,11
273313047337,2012,1,12
267728418941,2012,1,12
273848368681,2012,1,10
276254526597,2012,1,12
272585344885,2012,1,11
277394872585,2012,1,11
269404086273,2012,1,12
278769421661,2012,1,11
272239616517,2012,1,11
277018474765,2012,1,12
267890130597,2012,1,11
276313077369,2012,1,12
275537976673,2012,1,11
276895796957,2012,1,11
275011019725,2012,1,11
272582556753,2012,1,11
273491487785,2012,1,11
205112550485,2012,1,11
276541704193,2012,1,11
277291711701,2012,1,11
277779634801,2012,1,11
277478516545,2012,1,11
275432027657,2012,1,11
167628903877,2012,1,11
274642986301,2012,1,11
273943165169,2012,1,12
275298197321,2012,1,11
277813092385,2012,1,12
320741960789,2012,1,11
268525824693,2012,1,4
273410631957,2012,1,11
273212674585,2012,1,11
277319593021,2012,1,12
235347053893,2012,1,10
272075116729,2012,1,11
276976652785,2012,1,11
275158790721,2012,1,11
269063934169,2012,1,11
268612256785,2012,1,12
277626287541,2012,1,11
271609498685,2012,1,11
272922708857,2012,1,12
277740600953,2012,1,11
277707143369,2012,1,12
278616074401,2012,1,12
267655927509,2012,1,11
278270346033,2012,1,11
269833458601,2012,1,10
217477915905,2012,1,11
271907828809,2012,1,11
268350172377,2012,1,10
202424791237,2012,1,11
276014747245,2012,1,11
236487399881,2012,1,10
277715507765,2012,1,11
277754541613,2012,1,11
278889311337,2012,1,10
268654078765,2012,1,12
276271255389,2012,1,12
277782422933,2012,1,11
276544492325,2012,1,18
277294499833,2012,1,11
276759178489,2012,1,12
273508216577,2012,1,11
235196494765,2012,1,11
273466394597,2012,1,11
272234040253,2012,1,10
277648592597,2012,1,11
276399509461,2012,1,12
271935710129,2012,1,10
274361384969,2012,1,12
276591890569,2012,1,11
270898525025,2012,1,11
277687626445,2012,1,11
273073267985,2012,1,11
272019354089,2012,1,11
275925527021,2012,1,18
388016797817,2012,1,11
274258224085,2012,1,12
272390175645,2012,1,4
269800001017,2012,1,11
274615104981,2012,1,12
277503609733,2012,1,11
274874401257,2012,1,18
274447817061,2012,1,12
203425730625,2012,1,11
273195945793,2012,1,12
267549978493,2012,1,12
271439422633,2012,1,11
276695051453,2012,1,18
268983078341,2012,1,11
278183913941,2012,1,4
274458969589,2012,1,11
277484092809,2012,1,11
222245621625,2012,1,11
73275728865,2012,1,15
553765668953,2012,1,11
269041629113,2012,1,12
269303713521,2012,1,11
276932042673,2012,1,18
276098391205,2012,1,11
204540983425,2012,1,3
276870703769,2012,1,11
407319035653,2012,1,11
277991532833,2012,1,10
268592739861,2012,1,10
236024569969,2012,1,11
274737782789,2012,1,10
272016565957,2012,1,11
272010989693,2012,1,12
277807516121,2012,1,12
278203430865,2012,1,11
274141122541,2012,1,11
271966379581,2012,1,12
408821838801,2012,1,10
277877219421,2012,1,11
276605831229,2012,1,11
277899524477,2012,1,11
275761027233,2012,1,11
278393023841,2012,1,12
274715477733,2012,1,11
272855793689,2012,1,11
276396721329,2012,1,12
276120696261,2012,1,11
84093681025,2012,1,11
275016595989,2012,1,11
275919950757,2012,1,12
275013807857,2012,1,11
270078814217,2012,1,12
272853005557,2012,1,18
164534077357,2012,1,11
59714254817,2012,1,11
268001655877,2012,1,10
276884644429,2012,1,11
273209886453,2012,1,12
275295409189,2012,1,11
276025899773,2012,1,11
278811243641,2012,1,11
277790787329,2012,1,12
275688535801,2012,1,11
268431028205,2012,1,10
276586314305,2012,1,18
277684838313,2012,1,11
198092034109,2012,1,11
275309349849,2012,1,11
12260248177,2012,1,11
278114210641,2012,1,11
277748965349,2012,1,11
268021172801,2012,1,11
271916193205,2012,1,12
273706173949,2012,1,11
278153244489,2012,1,11
277804727989,2012,1,12
276282407917,2012,1,12
274442240797,2012,1,10
273321411733,2012,1,11
166477405361,2012,1,15
277383720057,2012,1,11
269284196597,2012,1,11
268155003137,2012,1,10
276338170557,2012,1,12
278024990417,2012,1,11
269030476585,2012,1,11
277796363593,2012,1,11
277400448849,2012,1,11
276867915637,2012,1,11
276020323509,2012,1,11
276168094505,2012,1,11
277372567529,2012,1,11
268065782913,2012,1,11
276611407493,2012,1,12
273335352393,2012,1,12
275772179761,2012,1,10
273154123813,2012,1,11
277603982485,2012,1,10
277051932349,2012,1,12
273708962081,2012,1,11
276603043097,2012,1,12
276837246185,2012,1,10
273940377037,2012,1,10
275984077793,2012,1,12
267856673013,2012,1,11
277944134589,2012,1,11
277375355661,2012,1,11
274879977521,2012,1,11
267826003561,2012,1,11
274408783213,2012,1,4
407316247521,2012,1,10
268645714369,2012,1,11
267374326177,2012,1,11
267404995629,2012,1,11
277581677429,2012,1,12
273901343189,2012,1,12
274129970013,2012,1,10
272900403801,2012,1,11
268771180309,2012,1,12
273279589753,2012,1,12
274169003861,2012,1,12
278214583393,2012,1,12
278030566681,2012,1,11
238221617985,2012,1,3
278610498137,2012,1,11
277709931501,2012,1,11
268729358329,2012,1,12
277489669073,2012,1,12
267683808829,2012,1,16
127538353849,2012,1,11
274514732229,2012,1,10
276162518241,2012,1,11
275236858417,2012,1,11
126841320849,2012,1,4
239955836089,2012,1,10
272892039405,2012,1,11
267968198293,2012,1,12
274347444309,2012,1,10
163881654469,2012,1,11
274389266289,2012,1,11
269423603197,2012,1,12
273845580549,2012,1,12
225942684657,2012,1,11
127039278221,2012,1,11
276608619361,2012,1,11
274160639465,2012,1,10
376390287377,2012,1,11
274138334409,2012,1,11
277760117877,2012,1,4
