,categorias,descricao_curso,descricao_raca,descricao_civil,descricao_situacao
3327,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3328,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3329,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3330,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3331,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3332,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3333,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3334,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3335,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3336,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3338,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3339,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3340,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3341,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3342,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3343,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3344,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3345,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3346,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3347,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3348,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3349,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3350,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3351,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3352,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3353,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelado
3354,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Cancelado
3355,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Cancelado
3356,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Cancelado
3357,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Cancelado
3358,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Cancelado
3359,D,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3360,D,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3361,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3362,C,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3363,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3364,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3365,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3366,D,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3367,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3368,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3369,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3370,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3371,C,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3372,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3373,D,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3374,D,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Parda,Solteiro(a),Cancelado
3375,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3376,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3377,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3378,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3379,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3380,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3381,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3382,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3383,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3384,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3385,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3386,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3387,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3389,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3390,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3391,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3392,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3393,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3394,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3395,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3396,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3397,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3398,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3399,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelado
3400,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3401,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3402,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3403,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3404,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3405,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3406,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3407,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3408,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3409,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3410,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3411,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3413,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3414,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelado
3415,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Branca,Solteiro(a),Cancelado
3416,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Branca,Solteiro(a),Cancelado
3417,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Branca,Solteiro(a),Cancelado
3418,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Branca,Solteiro(a),Cancelado
3419,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Branca,Solteiro(a),Cancelado
3420,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Branca,Solteiro(a),Cancelado
3421,E,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Branca,Solteiro(a),Cancelado
3422,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Cancelado
3423,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Cancelado
3424,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Cancelado
3425,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Cancelado
3427,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Não declarado,Solteiro(a),Cancelado
3428,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Não declarado,Solteiro(a),Cancelado
3429,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Não declarado,Solteiro(a),Cancelado
3430,B,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Não declarado,Solteiro(a),Cancelado
3431,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3432,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3433,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3434,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3435,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3436,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3437,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3438,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3440,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3441,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Cancelado
3442,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Preta,Solteiro(a),Cancelado
3443,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Preta,Solteiro(a),Cancelado
3444,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Preta,Solteiro(a),Cancelado
3445,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Preta,Solteiro(a),Cancelado
3446,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Cancelado
3447,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Cancelado
3448,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Cancelado
3449,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Amarela,Solteiro(a),Cancelado
3450,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Amarela,Solteiro(a),Cancelado
3451,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Indígena,Solteiro(a),Cancelado
3452,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Cancelado
3453,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Cancelado
3454,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Cancelado
3456,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Casado(a),Cancelado
3457,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Casado(a),Cancelado
3458,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Casado(a),Cancelado
3459,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Casado(a),Cancelado
3460,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Casado(a),Cancelado
3461,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Casado(a),Cancelado
3462,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Casado(a),Cancelado
3463,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Casado(a),Cancelado
3464,D,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Parda,Casado(a),Cancelado
3466,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3467,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3468,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3469,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3470,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3471,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3472,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3473,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3474,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Cancelado
3475,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Casado(a),Cancelado
3476,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Casado(a),Cancelado
3477,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Casado(a),Cancelado
3478,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Casado(a),Cancelado
3479,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Casado(a),Cancelado
3480,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Branca,Casado(a),Cancelado
3481,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Casado(a),Cancelado
3482,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Não declarado,Casado(a),Cancelado
3484,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Cancelado
3485,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Cancelado
3486,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Preta,Casado(a),Cancelado
3487,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Preta,Casado(a),Cancelado
3488,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Indígena,Casado(a),Cancelado
3489,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Cancelado
3490,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,União Estável,Cancelado
3491,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,União Estável,Cancelado
3492,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,União Estável,Cancelado
3493,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,União Estável,Cancelado
3494,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,União Estável,Cancelado
3495,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Cancelado
3496,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Cancelado
3497,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Cancelado
3498,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Cancelado
